,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
44,AHN St Vincent Fam Medic Ctr,311 West 24th Street,Erie,Pennsylvania,16502,Erie,0,0,0,0,2,0,POINT (-80.0814 42.111191)
45,The Hometown Pharmacy-Dierkens,100 E Main St,Monongahela,Pennsylvania,15063,Washington,0,0,0,0,594,0,POINT (-79.921979 40.199802)
46,Highlnds Hlth Laurel Highlnds Free Cha,"315 Locust St, 2nd Floor",Johnstown,Pennsylvania,15901,Cambria,0,0,0,0,464,0,POINT (-78.920587 40.327188)
47,GIANT PHARMACY-6005,6560 CARLISLE PIKE,MECHANICSBURG,PA,17050,Cumberland,0,0,0,769,1686,80,POINT (-77.029936 40.246134)
48,Einstein Medical Center Montgomery,EMCM PHARMACY 559 W GERMANTOWN PIKE,East Norriton,Pennsylvania,19403,Montgomery,0,0,0,20,0,1469,
49,VDI-Mainline Pharmacy Portage,619 MAIN ST,Portage,Pennsylvania,15946,Cambria,0,0,0,0,275,983,POINT (-78.672806 40.387351)
50,Allegheny Cty Bur of Corrections,950 Second Avenue,Pittsburgh,Pennsylvania,15219,Allegheny,3,0,2,44,15,1,POINT (-79.992798 40.434923)
51,VDI-First National Pharmacy,143 N First Street,Lehighton,Pennsylvania,18235,Carbon,0,0,3,0,0,120,POINT (-75.708869 40.835262)
52,15toknow,250 Mall Blvd,King of Prussia,Pennsylvania,19406,Montgomery,0,0,0,0,295,3466,POINT (-75.390941 40.090833)
53,Cornerstone Coordinated Health Care LLC,40 West Frack Street,Frackville,Pennsylvania,17931,Schuylkill,0,0,0,0,7,0,POINT (-76.232047 40.784801)
54,Drs Blum and Desai,545  N RIVER STREET,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,100,0,POINT (-75.868583 41.257462)
55,The Medicine Shoppe,100 Hazle Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,39,0,POINT (-75.891345 41.238396)
56,Lebanon Community Health Center,920 Church St,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,0,4,0,POINT (-76.42776 40.344531)
57,Blueberry Pharmacy,1018 W View Park Dr,Pittsburgh,Pennsylvania,15229,Allegheny,0,0,0,0,31,0,POINT (-80.036184 40.516635)
58,WellSpan Occupational Health,2250 E Market Street,York,Pennsylvania,17402,York,0,0,0,0,5,0,POINT (-76.682678 39.973843)
59,Cornerstn Cre Prim Cre Ctr Mt Morris,120 Locust Ave Ext *,Mount Morris,Pennsylvania,15349,Greene,0,0,0,0,7,0,POINT (-80.060817 39.734055)
60,Symbria Rx Great Lakes South LLC,1596 Hancock Avenue,Apollo (Part-Armstrong),Pennsylvania,15613,Armstrong,0,0,0,798,426,1475,POINT (-79.570446 40.576025)
61,VDI-Kevins Shop n Save Pharmacy,799 Castle Shannon Blvd,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,30,2602,50,POINT (-80.028375 40.368323)
62,Anne Chen MD an Assoc McKees Rcks,6000 Steubenville Pike,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,0,10,0,POINT (-80.144354 40.445188)
63,Wellspan Fam Med Valley Green,1790 Old Trail Road,Etters,Pennsylvania,17319,York,0,0,1,0,178,6,POINT (-76.80732 40.138429)
64,SCI-Laurel Highlands,5706 Glades Pike Road,Somerset,Pennsylvania,15501,Somerset,0,0,0,32,57,0,POINT (-79.040912 40.002438)
65,Gerritys Pharmacy Hanover,2280 Sans Souci Parkway,Hanover Township,Pennsylvania,18706,Luzerne,0,0,0,12,9,0,POINT (-75.971341 41.209669)
66,PHN-Jacksonville Family Medical Center,29 Saltsburg Road,Clarksburg,Pennsylvania,15725,Indiana,0,0,0,9,0,0,POINT (-79.299222 40.540065)
67,Gerritys Pharmacy Keyser,1782 NORTH KEYSER AVE,Scranton,Pennsylvania,18508,Lackawanna,0,0,0,0,127,0,POINT (-75.667793 41.445253)
68,GoodHealth Medicine Shoppe 1549,1707 Wilmington Rd,New Castle,Pennsylvania,16105,Lawrence,0,0,0,0,0,1207,POINT (-80.354342 41.018631)
69,HAZELWOOD FAMILY HEALTH CENTER,4918 2ND AVE,Pittsburgh,Pennsylvania,15207,Allegheny,0,0,0,0,93,0,POINT (-79.943915 40.409345)
70,WAYNE MEMORIAL HOSPITAL,601 Park Street,Honesdale,Pennsylvania,18431,Wayne,1,0,0,514,1,227,POINT (-75.259796 41.576284)
71,GVH Primary Care Harleysville,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,1,37,100,POINT (-75.368751 40.262499)
72,Curative Medical Associates Inc,317 W Pike St,Canonsburg,Pennsylvania,15317,Washington,0,0,0,224,0,0,POINT (-80.195148 40.25802)
73,Temple Family Medicine-Fort Washington,515 Pennsylvania Avenue,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,0,23,0,POINT (-75.206327 40.134534)
74,Tower Health-Laureldale Fam Med,3212 Kutztown Road,Laureldale,Pennsylvania,19605,Berks,0,13,0,0,139,0,POINT (-75.920253 40.384945)
75,Advanced Lab Solutions LLC,3729 Easton Nazareth Hwy. LL2,Easton,Pennsylvania,18045,Northampton,0,0,0,0,875,1711,POINT (-75.281051 40.710904)
76,FPC Harisbrg commer St Fam Prac Ctr,2850 Commerce Drive,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,0,38,0,POINT (-76.836167 40.312139)
77,Plundo Medical Associates,518 Pellis Road,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,27,697,484,POINT (-79.522042 40.293931)
78,LGH Twin Rose Fam Med Wrightsville,6415 Lincoln Hwy,Wrightsville,Pennsylvania,17368,York,0,0,0,0,38,0,POINT (-76.544998 40.02244)
79,PHN-Lewistown Community Health Center,106 Derry Heights,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,11,76,0,POINT (-77.577034 40.643141)
80,Wellspan Family Medicine-Terre Hill,770 Broad Street PO Box 130,East Earl,Pennsylvania,17519,Lancaster,0,4,2,614,109,50,POINT (-76.052649 40.164153)
81,Centennial Pharmacy Services,1020 N Delaware Avenue,Philadelphia,Pennsylvania,19125,Philadelphia,0,0,0,0,80,58,POINT (-75.132334 39.965723)
82,Torrance State Hospital,121 Longview Drive,Torrance,Pennsylvania,15779,Westmoreland,0,0,0,78,2,95,POINT (-79.238368 40.415289)
83,UPMC Jameson,1211 Wilmington Avenue Pharmacy Dept,New Castle,Pennsylvania,16105,Lawrence,10,0,0,45,142,185,POINT (-80.350989 41.013236)
84,EMHS Physician Office,100 Hospital Drive,Montrose,Pennsylvania,18801,Susquehanna,0,0,0,2,8,0,POINT (-75.836978 41.83573)
85,Central Bucks Fam Pract PC Doylestown,252 W Swamp Rd,Doylestown,Pennsylvania,18901,Bucks,0,0,0,0,1,0,POINT (-75.137894 40.333244)
86,UPMC Passavant Cranberry,1 St Francis Way,Cranberry Twp,Pennsylvania,16066,Butler,1,1,0,116,45,304,
87,SLUHHN-Allentown,1736 HAMILTON BLVD Inpatient Pharmacy - 2nd Floor,Allentown,Pennsylvania,18104,Lehigh,0,100,0,197,5,0,
88,SLPG Community Hlth Fam Pract Bethleh,2830 Easton Avenue,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,2,0,0,POINT (-75.342753 40.646673)
89,Family First Health-Lebanon Center,300 Willow Street,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,247,147,0,POINT (-76.417454 40.341124)
90,Wellspan Fam Med Granite Run,264 Granite Run Drive,Lancaster,Pennsylvania,17601,Lancaster,0,0,7,111,190,12,POINT (-76.332392 40.07589)
91,Norristown State Hospital,1001 Sterigere St,Norristown,Pennsylvania,19401,Montgomery,0,0,0,14,434,220,POINT (-75.348566 40.129384)
92,WellSpan York Hospital OB/GYN,1101 Edgar Street,York,Pennsylvania,17403,York,0,0,0,6,165,0,POINT (-76.710854 39.951284)
93,George Junior Republic in PA,233 George Junior Road,Grove City,Pennsylvania,16127,Mercer,0,0,0,0,1,0,POINT (-80.110636 41.171763)
94,Clarks Summit State Hospital,1451 Hillside Drive,Clarks Summit,Pennsylvania,18411,Lackawanna,0,0,0,18,219,0,POINT (-75.739461 41.481137)
95,Fresenius Kidney Care Uniontown,360 Walmart Drive,Uniontown,Pennsylvania,15401,Fayette,0,0,0,0,34,0,POINT (-79.757844 39.91536)
96,The Burke Center Inc.,70 Hollow Crest Rd,Tunkhannock,Pennsylvania,18657,Wyoming,0,0,0,0,2,0,POINT (-75.97541 41.579973)
97,Pediatrics of Northeastern Pennsylvania,920 Viewmont Drive,Dickson City,Pennsylvania,18519,Lackawanna,0,0,0,0,57,0,POINT (-75.646449 41.454855)
98,Penn State Health Rehab Hospital,1135 Old West Chocolate Ave,Hershey,Pennsylvania,17033,Dauphin,1,0,0,0,0,0,POINT (-76.685233 40.272871)
99,THMG Vaccine Clinic-Muhlenberg,1000 Tuckerton Court,Reading,Pennsylvania,19605,Berks,0,0,0,0,2,0,POINT (-75.947992 40.400747)
100,Harrisburg Endoscopy Surgery Center,4760 Union Deposit Road,Harrisburg,Pennsylvania,17111,Dauphin,0,0,0,1,0,0,POINT (-76.803702 40.280227)
101,Neighborhood HCLV-Bethlehem,1210 East 4th Street,Bethlehem (Part-Northampton),Pennsylvania,18015,Northampton,2,0,0,5,30,0,POINT (-75.359751 40.611208)
102,FPC -Mt Pleasant Mills Fam Practice Cntr,9627 Route 35,Mount Pleasant Mills,Pennsylvania,17853,Snyder,0,0,0,4,2,0,POINT (-77.022271 40.721775)
103,FPC-Selinsgrove 2 Family Practice Center,21 Susquehanna Valley Mall Drive,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,0,13,0,POINT (-76.850738 40.821767)
104,Lincoln Pharmacy,232 North Avenue,Pittsburgh,Pennsylvania,15209,Allegheny,0,0,0,42,75,0,POINT (-79.974787 40.481161)
105,UPMC CCP Altoona,800 South Logan Blvd Logan Medical Center,Hollidaysburg,Pennsylvania,16648,Blair,0,0,0,0,345,0,
106,Artisan Smiles,1 E 9th Street 2nd Floor,Chester,Pennsylvania,19013,Delaware,0,0,0,0,16,0,POINT (-75.362953 39.851749)
107,Wellspan Surgical and Rehab Hosp,55 Monument Rd,York,Pennsylvania,17403,York,0,0,0,12,270,0,POINT (-76.716773 39.923331)
108,Allergy and Clinical Immunology Assoc,180 Fort Couch Rd,Pittsburgh,Pennsylvania,15241,Allegheny,0,0,0,0,7,0,POINT (-80.054138 40.34591)
109,DAVENSHIRE MEDICAL CENTER,3740 CARLISLE RD,Dover,Pennsylvania,17315,York,0,0,0,0,26,0,POINT (-76.837304 39.989381)
110,MHEDS-PEACH ST,2928 Peach Street,Erie,Pennsylvania,16508,Erie,0,0,0,81,36,0,POINT (-80.076407 42.107191)
111,Graham Medical Clinic,100 South High Street,Newville,Pennsylvania,17241,Cumberland,0,0,0,2,0,0,POINT (-77.397268 40.169962)
112,Holy Redeemer Hospital and Med Center,1648 Huntingdon Pike Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,6,1,5,34,8,0,POINT (-75.081101 40.108944)
113,CMU Student Health Services,1060 Morewood Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,6,0,151,45,104,POINT (-79.942899 40.44489)
114,SLUHN-Northampton Community College,3835 Green Pond Road,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,0,0,0,81,0,POINT (-75.32438 40.674823)
115,Millcreek Manor Pharmacy,5535 Peach St,Erie,Pennsylvania,16509,Erie,0,0,0,1292,3105,1524,POINT (-80.093535 42.073055)
116,UPMC Magee Womens Hospital,300 Halket Street,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,4,1533,0,POINT (-79.95959 40.437113)
117,PharMerica WB,153 Stewart Rd,Wilkes Barre,Pennsylvania,18706,Luzerne,0,0,0,0,4,0,POINT (-75.921518 41.21495)
118,Lebanon Valley Family Medicine-Palmyra,1400 South Forge Road,Palmyra,Pennsylvania,17078,Lebanon,0,0,0,0,1,0,POINT (-76.576423 40.296115)
119,WellSpan Internal Medicine-Lebanon,720 Norman Dr,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,3,30,0,POINT (-76.417969 40.313575)
120,FPC-Sunbury Family Practice Center,409 N 4th Street,Sunbury,Pennsylvania,17801,Northumberland,0,0,0,3,1,0,POINT (-76.788614 40.865865)
121,EINSTEIN MEDICAL CENTER MONTGOMERY,EMCM PHARMACY 559 W GERMANTOWN PIKE,East Norriton,Pennsylvania,19403,Montgomery,1,1,0,46,3,580,
122,ccmh-Charles Cole Memorial Hospital,1001 East Second Street,Coudersport,Pennsylvania,16915,Potter,2,9,0,19,522,155,POINT (-77.979711 41.77065)
123,Cornerstone Care-Prim Care Ctr-Mt Morris,120 Locust Ave Ext *,Mount Morris,Pennsylvania,15349,Greene,0,0,0,10,13,0,POINT (-80.060817 39.734055)
124,Wellspan Fam Medicine-Roosevelt Avenue,1401 Roosevelt Avenue,York,Pennsylvania,17404,York,0,0,0,0,1,0,POINT (-76.758734 39.97938)
125,VDI-Stauffers Drug Store,149 E MAIN ST,New Holland,Pennsylvania,17557,Lancaster,0,0,0,2,516,70,POINT (-76.087448 40.103123)
126,Hazle Drugs,1 East Broad Street,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,38,6255,312,POINT (-75.973627 40.953964)
127,GIANT PHARMACY-6505,1375 E BOOT ROAD,West Chester,Pennsylvania,19380,Chester,0,0,0,226,2371,303,POINT (-75.568437 39.997833)
128,Worthington Primary Care,1482 Bulter Road,Worthington,Pennsylvania,16262,Armstrong,0,0,0,30,37,0,POINT (-79.61737 40.835417)
129,UPMC-EPN Primary Care West,1101 Peninsula Drive,Erie,Pennsylvania,16505,Erie,0,0,0,7,73,12,POINT (-80.14641 42.101157)
130,Hatboro Pediatrics PC,483 E County Line Rd,Hatboro,Pennsylvania,19040,Montgomery,0,0,0,21,2901,4741,POINT (-75.081464 40.177281)
131,AHN-AC IM PC BRENTWOOD,3720 Brownsville Road 3rd FL,PITTSBURGH,PA,152273520,Allegheny,0,0,0,25,59,0,POINT (-79.975384 40.372201)
132,GIANT PHARMACY-6336,3926 LINDEN STREET,BETHLEHEM,PA,18020,Northampton,29,0,0,180,3110,235,POINT (-75.344906 40.674166)
133,Guthrie Clinic Sayre,1 GUTHRIE SQ Sayre PA,Sayre,Pennsylvania,18840,Bradford,0,0,0,23,901,0,POINT (-76.519204 41.980904)
134,Kids Plus Pediatrics-SQH,4070 Beechwood Blvd,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,457,90,5680,POINT (-79.938382 40.426975)
135,Latino Connection LLC,4211 Elmerton Avenue,Harrisburg,Pennsylvania,17109,Dauphin,0,0,0,0,1127,660,POINT (-76.824195 40.299011)
136,Geisinger Community Medical Center,1822 Mulberry Street,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,0,268,40,POINT (-75.645774 41.400642)
137,Cooks Pharmacy of Kingston,777 wyoming ave,Kingston,Pennsylvania,18704,Luzerne,0,0,0,18,981,21,POINT (-75.883808 41.274065)
138,Nemours DuPont Pediatrics-Exton,101 Arrandale Blvd,Exton,Pennsylvania,19341,Chester,10,0,0,167,968,1732,POINT (-75.659331 40.021971)
139,Wellspan Ped  Medic joppa Rd,2675 Joppa Rd,York,Pennsylvania,17403,York,0,0,0,18,389,78,POINT (-76.708461 39.907751)
140,Refresh Dental New Castle,2616 WILMINGTON RD,New Castle,Pennsylvania,16105,Lawrence,0,0,0,422,19,500,POINT (-80.355257 41.033912)
141,Select Specialty Hospital-McKeesport,6 CRAWFORD VLG 1500 FIFTH AVENUE,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,2,2,0,
142,Cumberland County SHC,431 East North Street,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,7,140,0,POINT (-77.179324 40.203811)
143,Fresenius Kidney Care-Lansdale,120 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,2,0,0,POINT (-75.271313 40.251075)
144,Pharmacy Innovations,2936 W 17th Street,Erie,Pennsylvania,16505,Erie,0,0,0,0,21,0,POINT (-80.144485 42.095266)
145,VDI-Rann Pharmacy Inc,377 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,672,2691,3270,POINT (-75.380672 40.275234)
146,Majeed Health,416 W Tilghman Street,Allentown,Pennsylvania,18102,Lehigh,0,0,0,0,580,100,POINT (-75.470697 40.613381)
147,Giant Eagle Pharmacy-2424,1300 Country Club Road,Monongahela,Pennsylvania,15063,Washington,0,0,0,0,6,0,POINT (-79.916074 40.171721)
148,Elco Family Health Center,6 Perri Avenue,Myerstown,Pennsylvania,17067,Lebanon,0,0,0,0,129,0,POINT (-76.273564 40.329002)
149,Altoona Arthritis and Osteoporosis Cntr,175 Meadowbrook Lane,Duncansville,Pennsylvania,16635,Blair,0,0,0,0,49,0,POINT (-78.417164 40.435193)
150,WellSpan Family Medicine- Waynesboro,601 East Main Street 1st Floor,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,0,10,0,POINT (-77.56815 39.75089)
151,Redstone Pharmacy,322 3rd St,California,Pennsylvania,15419,Washington,0,0,0,273,13,281,POINT (-79.890793 40.066566)
152,DR MOLLY TROSTLE DO INTERNAL MED,881 Hills Plaza Dr,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,33,87,0,POINT (-78.759089 40.469526)
153,SLPG Star Community Hlth Fam Pract Si,450 Chew Street,Allentown,Pennsylvania,18102,Lehigh,0,0,0,0,6,0,POINT (-75.469421 40.607597)
154,Smart Choice Pharmacy,1941 Street rd,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,771,0,POINT (-74.945732 40.096986)
155,FPC-Lewisberry Red Cedar Fam Prac Center,689 Yorktown Rd,Lewisberry,Pennsylvania,17339,York,0,0,0,0,6,0,POINT (-76.828775 40.164674)
156,PAM Specialty Hospital of Wilkes-Barre,575 North River Street 7th floor,Wilkes Barre,Pennsylvania,18764,Luzerne,0,0,0,10,0,0,POINT (-75.868165 41.258261)
157,Rx Xpress Pharmacy,111 Mill Street Grove City,Grove City,Pennsylvania,16127,Mercer,0,0,0,1617,1402,1530,POINT (-80.089092 41.161407)
158,AFC Urgent Care Aston,5024 Pennell Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,880,1310,POINT (-75.428184 39.866739)
159,Allegheny Cnty Hlth Dept-Immunization Cl,425 1st Avenue,Pittsburgh,Pennsylvania,15219,Allegheny,22,12,0,503,730,636,POINT (-79.9995 40.436835)
160,St. Lukes Uni  Hlth Network Lehigh,GNADEN HUETTEN HOSPITAL PHARMACY DEP 211 NORTH 12TH STREET,Lehighton,Pennsylvania,18235,Carbon,0,0,0,40,108,489,
161,AHN-SVMG FM HWP Eastside Pavilion,4950 Buffalo Road,Erie,Pennsylvania,16510,Erie,0,0,0,0,255,0,POINT (-79.990278 42.152469)
162,LGH Express at Crooked Oak,1605 Lititz Pike,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,349,0,POINT (-76.307281 40.067666)
163,Wellspan Gettysburg Hospital,PHARMACY 147 GETTYS STREET,GETTYSBURG,PENNSYLVANIA,17325,Adams,0,35,0,537,15,466,
164,Tyrone Hospital,187 Hospital Drive,Tyrone,Pennsylvania,16686,Blair,0,0,0,30,1,10,POINT (-78.252302 40.674843)
165,LVPG Family Medicine Trexlertown,6900 Hamilton Blvd PO Box 127,Trexlertown,Pennsylvania,18087,Lehigh,0,0,0,3,0,0,POINT (-75.594111 40.551734)
166,Wellspan WIM-Washington Street,423 South Washington Street,Gettysburg,PA,17325,Adams,0,0,0,0,128,24,POINT (-77.23329 39.825114)
167,Tower Health-Phoenixville Hospital,140 Nutt Road,Phoenixville,Pennsylvania,19460,Chester,0,0,0,0,36,0,POINT (-75.538076 40.133396)
168,FPC Middleburg Fam Prac Cntr,1 Dock Hill Road,Middleburg,Pennsylvania,17842,Snyder,0,0,0,3,0,0,POINT (-77.031795 40.789558)
169,Penn State  Milton S Hershey Med Ctr,500 University Drive,Hershey,Pennsylvania,17033,Dauphin,11,0,0,56,123,12,POINT (-76.674557 40.265932)
170,Central Outreach Wellness Center,127 ANDERSON ST,Pittsburgh,Pennsylvania,15212,Allegheny,0,1,0,305,932,493,POINT (-80.000677 40.448772)
171,Prescription Center-Cherry Street,329 Cherry Street,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,0,1020,235,POINT (-75.67507 41.394068)
