,Region,County,First Dose,Series Complete,Report as of
5125,Capital Region,Rensselaer,31400,17908,03/06/2021
5126,New York City,Richmond,89980,47464,03/06/2021
5127,Mid-Hudson,Rockland,57880,32042,03/06/2021
5128,Capital Region,Saratoga,51983,26983,03/06/2021
5129,Capital Region,Schenectady,33251,16143,03/06/2021
5130,Mohawk Valley,Schoharie,4485,2286,03/06/2021
5131,Southern Tier,Schuyler,3431,1829,03/06/2021
5132,Finger Lakes,Seneca,5938,3124,03/06/2021
5133,North Country,St. Lawrence,28424,17514,03/06/2021
5134,Southern Tier,Steuben,12423,6947,03/06/2021
5135,Long Island,Suffolk,258027,138337,03/06/2021
5136,Mid-Hudson,Sullivan,10606,5712,03/06/2021
5137,Southern Tier,Tioga,7446,3689,03/06/2021
5138,Southern Tier,Tompkins,21753,9429,03/06/2021
5139,Mid-Hudson,Ulster,34470,15414,03/06/2021
5140,Capital Region,Warren,15650,7877,03/06/2021
5141,Capital Region,Washington,10321,5027,03/06/2021
5142,Finger Lakes,Wayne,15771,8279,03/06/2021
5143,Mid-Hudson,Westchester,194854,106605,03/06/2021
5144,Finger Lakes,Wyoming,6102,3520,03/06/2021
5145,Finger Lakes,Yates,5165,2380,03/06/2021
5146,Capital Region,Albany,67528,35560,03/07/2021
5147,Western New York,Allegany,6696,3549,03/07/2021
5148,New York City,Bronx,144831,81364,03/07/2021
5149,Southern Tier,Broome,42411,24296,03/07/2021
5150,Western New York,Cattaraugus,11981,6312,03/07/2021
5151,Central New York,Cayuga,16219,8366,03/07/2021
5152,Western New York,Chautauqua,22442,10933,03/07/2021
5153,Southern Tier,Chemung,12691,8069,03/07/2021
5154,Southern Tier,Chenango,8195,4216,03/07/2021
5155,North Country,Clinton,23359,13455,03/07/2021
5156,Capital Region,Columbia,12616,5970,03/07/2021
5157,Central New York,Cortland,8943,4194,03/07/2021
5158,Southern Tier,Delaware,6877,2926,03/07/2021
5159,Mid-Hudson,Dutchess,50130,23526,03/07/2021
5160,Western New York,Erie,174216,102839,03/07/2021
5161,North Country,Essex,10523,5781,03/07/2021
5162,North Country,Franklin,13237,7187,03/07/2021
5163,Mohawk Valley,Fulton,8508,4607,03/07/2021
5164,Finger Lakes,Genesee,10568,5944,03/07/2021
5165,Capital Region,Greene,7565,3777,03/07/2021
5166,North Country,Hamilton,2012,1377,03/07/2021
5167,Mohawk Valley,Herkimer,12895,7357,03/07/2021
5168,North Country,Jefferson,21368,11375,03/07/2021
5169,New York City,Kings,326283,151934,03/07/2021
5170,North Country,Lewis,5007,2875,03/07/2021
5171,Finger Lakes,Livingston,11516,7027,03/07/2021
5172,Central New York,Madison,15940,8068,03/07/2021
5173,Finger Lakes,Monroe,149780,82760,03/07/2021
5174,Mohawk Valley,Montgomery,9899,5106,03/07/2021
5175,Long Island,Nassau,312501,175421,03/07/2021
5176,New York City,New York,353893,187879,03/07/2021
5177,Western New York,Niagara,36161,21102,03/07/2021
5178,Mohawk Valley,Oneida,52798,29985,03/07/2021
5179,Central New York,Onondaga,111573,64043,03/07/2021
5180,Finger Lakes,Ontario,24823,13264,03/07/2021
5181,Mid-Hudson,Orange,53168,27485,03/07/2021
5182,Finger Lakes,Orleans,5416,2907,03/07/2021
5183,Central New York,Oswego,23324,12831,03/07/2021
5184,Mohawk Valley,Otsego,12277,6726,03/07/2021
5185,Mid-Hudson,Putnam,19742,9531,03/07/2021
5186,New York City,Queens,374446,172987,03/07/2021
5187,Capital Region,Rensselaer,32602,18108,03/07/2021
5188,New York City,Richmond,91850,48702,03/07/2021
5189,Mid-Hudson,Rockland,59706,32604,03/07/2021
5190,Capital Region,Saratoga,53773,27528,03/07/2021
5191,Capital Region,Schenectady,34243,16512,03/07/2021
5192,Mohawk Valley,Schoharie,4567,2330,03/07/2021
5193,Southern Tier,Schuyler,3640,1851,03/07/2021
5194,Finger Lakes,Seneca,6014,3186,03/07/2021
5195,North Country,St. Lawrence,28843,17679,03/07/2021
5196,Southern Tier,Steuben,12782,7012,03/07/2021
5197,Long Island,Suffolk,264061,141117,03/07/2021
5198,Mid-Hudson,Sullivan,10830,5816,03/07/2021
5199,Southern Tier,Tioga,7553,3783,03/07/2021
5200,Southern Tier,Tompkins,22299,10002,03/07/2021
5201,Mid-Hudson,Ulster,35659,15785,03/07/2021
5202,Capital Region,Warren,16528,7990,03/07/2021
5203,Capital Region,Washington,11233,5089,03/07/2021
5204,Finger Lakes,Wayne,16171,8401,03/07/2021
5205,Mid-Hudson,Westchester,200093,108969,03/07/2021
5206,Finger Lakes,Wyoming,6157,3546,03/07/2021
5207,Finger Lakes,Yates,5396,2517,03/07/2021
5208,Capital Region,Albany,70112,36200,03/08/2021
5209,Western New York,Allegany,7065,3789,03/08/2021
5210,New York City,Bronx,148959,82852,03/08/2021
5211,Southern Tier,Broome,43680,25023,03/08/2021
5212,Western New York,Cattaraugus,12486,6685,03/08/2021
5213,Central New York,Cayuga,16607,8762,03/08/2021
5214,Western New York,Chautauqua,24100,11316,03/08/2021
5215,Southern Tier,Chemung,13132,8178,03/08/2021
5216,Southern Tier,Chenango,8447,4317,03/08/2021
5217,North Country,Clinton,23898,13740,03/08/2021
5218,Capital Region,Columbia,12996,6081,03/08/2021
5219,Central New York,Cortland,9205,4468,03/08/2021
5220,Southern Tier,Delaware,7217,3017,03/08/2021
5221,Mid-Hudson,Dutchess,52825,24319,03/08/2021
5222,Western New York,Erie,180568,104755,03/08/2021
5223,North Country,Essex,10781,5945,03/08/2021
5224,North Country,Franklin,13528,7362,03/08/2021
5225,Mohawk Valley,Fulton,8715,4667,03/08/2021
5226,Finger Lakes,Genesee,10946,6111,03/08/2021
5227,Capital Region,Greene,8201,3883,03/08/2021
5228,North Country,Hamilton,2016,1384,03/08/2021
5229,Mohawk Valley,Herkimer,13233,7632,03/08/2021
5230,North Country,Jefferson,21701,11752,03/08/2021
5231,New York City,Kings,335926,156273,03/08/2021
5232,North Country,Lewis,5067,2958,03/08/2021
5233,Finger Lakes,Livingston,11773,7122,03/08/2021
5234,Central New York,Madison,16539,8440,03/08/2021
5235,Finger Lakes,Monroe,155360,84233,03/08/2021
5236,Mohawk Valley,Montgomery,10176,5196,03/08/2021
5237,Long Island,Nassau,322494,179637,03/08/2021
5238,New York City,New York,363221,192222,03/08/2021
5239,Western New York,Niagara,37244,21489,03/08/2021
5240,Mohawk Valley,Oneida,54309,31117,03/08/2021
5241,Central New York,Onondaga,115483,66810,03/08/2021
5242,Finger Lakes,Ontario,25644,13491,03/08/2021
5243,Mid-Hudson,Orange,54420,28092,03/08/2021
5244,Finger Lakes,Orleans,5616,3060,03/08/2021
5245,Central New York,Oswego,23785,13269,03/08/2021
5246,Mohawk Valley,Otsego,13056,6982,03/08/2021
5247,Mid-Hudson,Putnam,20466,9943,03/08/2021
5248,New York City,Queens,385499,176735,03/08/2021
5249,Capital Region,Rensselaer,33668,18338,03/08/2021
5250,New York City,Richmond,93066,49859,03/08/2021
5251,Mid-Hudson,Rockland,61201,33759,03/08/2021
5252,Capital Region,Saratoga,56082,28080,03/08/2021
5253,Capital Region,Schenectady,35466,16786,03/08/2021
5254,Mohawk Valley,Schoharie,4727,2408,03/08/2021
5255,Southern Tier,Schuyler,3791,1872,03/08/2021
5256,Finger Lakes,Seneca,6583,3257,03/08/2021
5257,North Country,St. Lawrence,29630,18125,03/08/2021
5258,Southern Tier,Steuben,13492,7133,03/08/2021
5259,Long Island,Suffolk,272461,144352,03/08/2021
5260,Mid-Hudson,Sullivan,10993,5872,03/08/2021
5261,Southern Tier,Tioga,7761,3925,03/08/2021
5262,Southern Tier,Tompkins,22955,10555,03/08/2021
5263,Mid-Hudson,Ulster,38596,16019,03/08/2021
5264,Capital Region,Warren,17096,8237,03/08/2021
5265,Capital Region,Washington,11614,5173,03/08/2021
5266,Finger Lakes,Wayne,16714,8572,03/08/2021
5267,Mid-Hudson,Westchester,207840,111952,03/08/2021
5268,Finger Lakes,Wyoming,6274,3616,03/08/2021
5269,Finger Lakes,Yates,5554,2586,03/08/2021
5270,Capital Region,Albany,72295,36897,03/09/2021
5271,Western New York,Allegany,7265,3929,03/09/2021
5272,New York City,Bronx,153488,85028,03/09/2021
5273,Southern Tier,Broome,44850,25647,03/09/2021
5274,Western New York,Cattaraugus,13099,7096,03/09/2021
5275,Central New York,Cayuga,17051,9158,03/09/2021
5276,Western New York,Chautauqua,24842,11863,03/09/2021
5277,Southern Tier,Chemung,13892,8413,03/09/2021
5278,Southern Tier,Chenango,8598,4487,03/09/2021
5279,North Country,Clinton,24620,14012,03/09/2021
5280,Capital Region,Columbia,13314,6173,03/09/2021
5281,Central New York,Cortland,9407,4651,03/09/2021
5282,Southern Tier,Delaware,7397,3102,03/09/2021
5283,Mid-Hudson,Dutchess,55060,25219,03/09/2021
5284,Western New York,Erie,186071,107952,03/09/2021
5285,North Country,Essex,11007,6127,03/09/2021
5286,North Country,Franklin,13782,7638,03/09/2021
5287,Mohawk Valley,Fulton,8901,4744,03/09/2021
5288,Finger Lakes,Genesee,11241,6271,03/09/2021
5289,Capital Region,Greene,8398,3960,03/09/2021
5290,North Country,Hamilton,2025,1386,03/09/2021
5291,Mohawk Valley,Herkimer,13427,7869,03/09/2021
5292,North Country,Jefferson,21904,12319,03/09/2021
5293,New York City,Kings,346071,159146,03/09/2021
5294,North Country,Lewis,5097,3031,03/09/2021
5295,Finger Lakes,Livingston,11979,7217,03/09/2021
5296,Central New York,Madison,16962,8941,03/09/2021
5297,Finger Lakes,Monroe,161033,85848,03/09/2021
5298,Mohawk Valley,Montgomery,10359,5326,03/09/2021
5299,Long Island,Nassau,331402,184260,03/09/2021
5300,New York City,New York,374556,197083,03/09/2021
5301,Western New York,Niagara,38322,22086,03/09/2021
5302,Mohawk Valley,Oneida,55133,32240,03/09/2021
5303,Central New York,Onondaga,119403,69753,03/09/2021
5304,Finger Lakes,Ontario,26304,13829,03/09/2021
5305,Mid-Hudson,Orange,55631,29383,03/09/2021
5306,Finger Lakes,Orleans,5876,3130,03/09/2021
5307,Central New York,Oswego,24292,13730,03/09/2021
5308,Mohawk Valley,Otsego,13286,7258,03/09/2021
5309,Mid-Hudson,Putnam,21588,10273,03/09/2021
5310,New York City,Queens,396112,180123,03/09/2021
5311,Capital Region,Rensselaer,34606,18590,03/09/2021
5312,New York City,Richmond,94657,51124,03/09/2021
5313,Mid-Hudson,Rockland,62956,34573,03/09/2021
5314,Capital Region,Saratoga,57876,28687,03/09/2021
5315,Capital Region,Schenectady,37024,17123,03/09/2021
5316,Mohawk Valley,Schoharie,5037,2466,03/09/2021
5317,Southern Tier,Schuyler,3891,1902,03/09/2021
5318,Finger Lakes,Seneca,6673,3356,03/09/2021
5319,North Country,St. Lawrence,30134,18692,03/09/2021
5320,Southern Tier,Steuben,14457,7389,03/09/2021
5321,Long Island,Suffolk,279802,149022,03/09/2021
5322,Mid-Hudson,Sullivan,11327,5956,03/09/2021
5323,Southern Tier,Tioga,7886,4033,03/09/2021
5324,Southern Tier,Tompkins,23378,10961,03/09/2021
5325,Mid-Hudson,Ulster,39337,16411,03/09/2021
5326,Capital Region,Warren,17558,8467,03/09/2021
5327,Capital Region,Washington,11925,5283,03/09/2021
5328,Finger Lakes,Wayne,17773,8807,03/09/2021
5329,Mid-Hudson,Westchester,215198,115534,03/09/2021
5330,Finger Lakes,Wyoming,6856,3715,03/09/2021
5331,Finger Lakes,Yates,5640,2644,03/09/2021
5332,Capital Region,Albany,74630,38137,03/10/2021
5333,Western New York,Allegany,7322,4071,03/10/2021
5334,New York City,Bronx,158700,87477,03/10/2021
5335,Southern Tier,Broome,45721,26321,03/10/2021
5336,Western New York,Cattaraugus,13533,7424,03/10/2021
5337,Central New York,Cayuga,17364,9421,03/10/2021
5338,Western New York,Chautauqua,25281,12295,03/10/2021
5339,Southern Tier,Chemung,14417,8897,03/10/2021
5340,Southern Tier,Chenango,9154,4701,03/10/2021
5341,North Country,Clinton,25042,14269,03/10/2021
5342,Capital Region,Columbia,13534,6286,03/10/2021
5343,Central New York,Cortland,9637,5200,03/10/2021
5344,Southern Tier,Delaware,7531,3201,03/10/2021
5345,Mid-Hudson,Dutchess,56919,26553,03/10/2021
5346,Western New York,Erie,191348,110147,03/10/2021
5347,North Country,Essex,11283,6311,03/10/2021
5348,North Country,Franklin,14004,7875,03/10/2021
5349,Mohawk Valley,Fulton,9225,4873,03/10/2021
5350,Finger Lakes,Genesee,11470,6367,03/10/2021
5351,Capital Region,Greene,8582,4064,03/10/2021
5352,North Country,Hamilton,2073,1409,03/10/2021
5353,Mohawk Valley,Herkimer,13673,8208,03/10/2021
5354,North Country,Jefferson,23100,12547,03/10/2021
5355,New York City,Kings,357326,162637,03/10/2021
5356,North Country,Lewis,5179,3102,03/10/2021
5357,Finger Lakes,Livingston,12239,7449,03/10/2021
5358,Central New York,Madison,17425,9448,03/10/2021
5359,Finger Lakes,Monroe,167320,87487,03/10/2021
5360,Mohawk Valley,Montgomery,10563,5528,03/10/2021
5361,Long Island,Nassau,338737,188985,03/10/2021
5362,New York City,New York,384543,202355,03/10/2021
5363,Western New York,Niagara,39718,22812,03/10/2021
5364,Mohawk Valley,Oneida,56256,33382,03/10/2021
5365,Central New York,Onondaga,122732,71961,03/10/2021
5366,Finger Lakes,Ontario,27243,14098,03/10/2021
5367,Mid-Hudson,Orange,57517,30476,03/10/2021
5368,Finger Lakes,Orleans,6024,3165,03/10/2021
5369,Central New York,Oswego,24742,14127,03/10/2021
5370,Mohawk Valley,Otsego,13606,7398,03/10/2021
5371,Mid-Hudson,Putnam,22098,10672,03/10/2021
5372,New York City,Queens,407619,183968,03/10/2021
5373,Capital Region,Rensselaer,35450,18941,03/10/2021
5374,New York City,Richmond,96491,51751,03/10/2021
5375,Mid-Hudson,Rockland,65381,35973,03/10/2021
5376,Capital Region,Saratoga,59324,29603,03/10/2021
5377,Capital Region,Schenectady,37992,17549,03/10/2021
5378,Mohawk Valley,Schoharie,5207,2546,03/10/2021
5379,Southern Tier,Schuyler,4094,1970,03/10/2021
5380,Finger Lakes,Seneca,6768,3433,03/10/2021
5381,North Country,St. Lawrence,30711,19070,03/10/2021
5382,Southern Tier,Steuben,15042,8051,03/10/2021
5383,Long Island,Suffolk,288205,153645,03/10/2021
5384,Mid-Hudson,Sullivan,11677,6315,03/10/2021
5385,Southern Tier,Tioga,7997,4145,03/10/2021
5386,Southern Tier,Tompkins,23840,11386,03/10/2021
5387,Mid-Hudson,Ulster,40518,16992,03/10/2021
5388,Capital Region,Warren,18070,8906,03/10/2021
5389,Capital Region,Washington,12248,5504,03/10/2021
5390,Finger Lakes,Wayne,18802,8968,03/10/2021
5391,Mid-Hudson,Westchester,221516,119193,03/10/2021
5392,Finger Lakes,Wyoming,7152,3882,03/10/2021
5393,Finger Lakes,Yates,5780,2747,03/10/2021
5394,Capital Region,Albany,76903,39641,03/11/2021
5395,Western New York,Allegany,7518,4213,03/11/2021
5396,New York City,Bronx,165032,90159,03/11/2021
5397,Southern Tier,Broome,46424,27494,03/11/2021
5398,Western New York,Cattaraugus,13914,7882,03/11/2021
5399,Central New York,Cayuga,17659,9776,03/11/2021
5400,Western New York,Chautauqua,25919,13180,03/11/2021
5401,Southern Tier,Chemung,14975,8994,03/11/2021
5402,Southern Tier,Chenango,9269,4859,03/11/2021
5403,North Country,Clinton,26163,14681,03/11/2021
5404,Capital Region,Columbia,13961,6517,03/11/2021
5405,Central New York,Cortland,9921,5263,03/11/2021
5406,Southern Tier,Delaware,7783,3264,03/11/2021
5407,Mid-Hudson,Dutchess,59529,27460,03/11/2021
5408,Western New York,Erie,197930,111915,03/11/2021
5409,North Country,Essex,11731,6441,03/11/2021
5410,North Country,Franklin,14467,8165,03/11/2021
5411,Mohawk Valley,Fulton,9655,5025,03/11/2021
5412,Finger Lakes,Genesee,11649,6477,03/11/2021
5413,Capital Region,Greene,8738,4259,03/11/2021
5414,North Country,Hamilton,2128,1447,03/11/2021
5415,Mohawk Valley,Herkimer,13967,8447,03/11/2021
5416,North Country,Jefferson,23805,13041,03/11/2021
5417,New York City,Kings,370244,167630,03/11/2021
5418,North Country,Lewis,5302,3121,03/11/2021
5419,Finger Lakes,Livingston,12642,7687,03/11/2021
5420,Central New York,Madison,17905,9706,03/11/2021
5421,Finger Lakes,Monroe,171844,89774,03/11/2021
5422,Mohawk Valley,Montgomery,10990,5670,03/11/2021
5423,Long Island,Nassau,346552,193810,03/11/2021
5424,New York City,New York,394908,207541,03/11/2021
5425,Western New York,Niagara,41763,23342,03/11/2021
5426,Mohawk Valley,Oneida,57327,34363,03/11/2021
5427,Central New York,Onondaga,125845,73790,03/11/2021
5428,Finger Lakes,Ontario,28121,14907,03/11/2021
5429,Mid-Hudson,Orange,60481,31526,03/11/2021
5430,Finger Lakes,Orleans,6316,3281,03/11/2021
5431,Central New York,Oswego,25284,14586,03/11/2021
5432,Mohawk Valley,Otsego,13880,7561,03/11/2021
5433,Mid-Hudson,Putnam,22880,11103,03/11/2021
5434,New York City,Queens,421475,189584,03/11/2021
5435,Capital Region,Rensselaer,36403,19379,03/11/2021
5436,New York City,Richmond,99039,53116,03/11/2021
5437,Mid-Hudson,Rockland,67171,37222,03/11/2021
5438,Capital Region,Saratoga,60723,30759,03/11/2021
5439,Capital Region,Schenectady,38699,18085,03/11/2021
5440,Mohawk Valley,Schoharie,5318,2638,03/11/2021
5441,Southern Tier,Schuyler,4136,2030,03/11/2021
5442,Finger Lakes,Seneca,6886,3474,03/11/2021
5443,North Country,St. Lawrence,31278,19338,03/11/2021
5444,Southern Tier,Steuben,15281,8191,03/11/2021
5445,Long Island,Suffolk,296872,158715,03/11/2021
5446,Mid-Hudson,Sullivan,12518,6829,03/11/2021
5447,Southern Tier,Tioga,8165,4295,03/11/2021
5448,Southern Tier,Tompkins,25240,11515,03/11/2021
5449,Mid-Hudson,Ulster,41516,17613,03/11/2021
5450,Capital Region,Warren,18553,9208,03/11/2021
5451,Capital Region,Washington,12527,5676,03/11/2021
5452,Finger Lakes,Wayne,19633,9673,03/11/2021
5453,Mid-Hudson,Westchester,227214,122659,03/11/2021
5454,Finger Lakes,Wyoming,7289,3974,03/11/2021
5455,Finger Lakes,Yates,5961,3038,03/11/2021
5456,Capital Region,Albany,79173,40857,03/12/2021
5457,Western New York,Allegany,7800,4424,03/12/2021
5458,New York City,Bronx,172336,92931,03/12/2021
5459,Southern Tier,Broome,46999,28320,03/12/2021
5460,Western New York,Cattaraugus,14243,8020,03/12/2021
5461,Central New York,Cayuga,18432,9957,03/12/2021
5462,Western New York,Chautauqua,26875,13594,03/12/2021
5463,Southern Tier,Chemung,15671,9566,03/12/2021
5464,Southern Tier,Chenango,9447,5166,03/12/2021
5465,North Country,Clinton,26522,15208,03/12/2021
5466,Capital Region,Columbia,14515,6881,03/12/2021
5467,Central New York,Cortland,10055,5341,03/12/2021
5468,Southern Tier,Delaware,7889,3488,03/12/2021
5469,Mid-Hudson,Dutchess,61477,28100,03/12/2021
5470,Western New York,Erie,204711,114177,03/12/2021
5471,North Country,Essex,12198,6623,03/12/2021
5472,North Country,Franklin,14739,8438,03/12/2021
5473,Mohawk Valley,Fulton,9830,5173,03/12/2021
5474,Finger Lakes,Genesee,12194,6707,03/12/2021
5475,Capital Region,Greene,9112,4376,03/12/2021
5476,North Country,Hamilton,2183,1504,03/12/2021
5477,Mohawk Valley,Herkimer,14301,8621,03/12/2021
5478,North Country,Jefferson,25344,13233,03/12/2021
5479,New York City,Kings,385889,173179,03/12/2021
5480,North Country,Lewis,5800,3221,03/12/2021
5481,Finger Lakes,Livingston,13218,7853,03/12/2021
5482,Central New York,Madison,18678,9948,03/12/2021
5483,Finger Lakes,Monroe,177508,92510,03/12/2021
5484,Mohawk Valley,Montgomery,11162,5815,03/12/2021
5485,Long Island,Nassau,355177,199154,03/12/2021
5486,New York City,New York,407726,212630,03/12/2021
5487,Western New York,Niagara,42580,23646,03/12/2021
5488,Mohawk Valley,Oneida,58100,35461,03/12/2021
5489,Central New York,Onondaga,128607,75452,03/12/2021
5490,Finger Lakes,Ontario,28854,15412,03/12/2021
5491,Mid-Hudson,Orange,62086,32033,03/12/2021
5492,Finger Lakes,Orleans,6465,3324,03/12/2021
5493,Central New York,Oswego,25935,14822,03/12/2021
5494,Mohawk Valley,Otsego,14067,7768,03/12/2021
5495,Mid-Hudson,Putnam,23768,11831,03/12/2021
5496,New York City,Queens,438146,195499,03/12/2021
5497,Capital Region,Rensselaer,37268,20168,03/12/2021
5498,New York City,Richmond,102350,54591,03/12/2021
5499,Mid-Hudson,Rockland,68516,37831,03/12/2021
5500,Capital Region,Saratoga,62053,31643,03/12/2021
5501,Capital Region,Schenectady,40580,18626,03/12/2021
5502,Mohawk Valley,Schoharie,5433,2765,03/12/2021
5503,Southern Tier,Schuyler,4182,2129,03/12/2021
5504,Finger Lakes,Seneca,7218,3609,03/12/2021
5505,North Country,St. Lawrence,31916,19833,03/12/2021
5506,Southern Tier,Steuben,15593,8428,03/12/2021
5507,Long Island,Suffolk,304754,163443,03/12/2021
5508,Mid-Hudson,Sullivan,13005,7045,03/12/2021
5509,Southern Tier,Tioga,8280,4432,03/12/2021
5510,Southern Tier,Tompkins,25678,11687,03/12/2021
5511,Mid-Hudson,Ulster,41990,17941,03/12/2021
5512,Capital Region,Warren,18878,9488,03/12/2021
5513,Capital Region,Washington,12713,5801,03/12/2021
5514,Finger Lakes,Wayne,20344,9878,03/12/2021
5515,Mid-Hudson,Westchester,233591,125260,03/12/2021
5516,Finger Lakes,Wyoming,7439,4100,03/12/2021
5517,Finger Lakes,Yates,6025,3136,03/12/2021
5518,Capital Region,Albany,80578,41641,03/13/2021
5519,Western New York,Allegany,7924,4448,03/13/2021
5520,New York City,Bronx,176998,94782,03/13/2021
5521,Southern Tier,Broome,47432,28942,03/13/2021
5522,Western New York,Cattaraugus,14395,8160,03/13/2021
5523,Central New York,Cayuga,18693,10090,03/13/2021
5524,Western New York,Chautauqua,27083,13781,03/13/2021
5525,Southern Tier,Chemung,16287,9638,03/13/2021
5526,Southern Tier,Chenango,9909,5351,03/13/2021
5527,North Country,Clinton,26713,15416,03/13/2021
5528,Capital Region,Columbia,14668,7009,03/13/2021
5529,Central New York,Cortland,10252,5402,03/13/2021
5530,Southern Tier,Delaware,7968,3603,03/13/2021
5531,Mid-Hudson,Dutchess,63110,29022,03/13/2021
5532,Western New York,Erie,209998,116436,03/13/2021
5533,North Country,Essex,12277,6700,03/13/2021
5534,North Country,Franklin,14854,8524,03/13/2021
5535,Mohawk Valley,Fulton,9934,5230,03/13/2021
5536,Finger Lakes,Genesee,12326,6835,03/13/2021
5537,Capital Region,Greene,9209,4451,03/13/2021
5538,North Country,Hamilton,2194,1505,03/13/2021
5539,Mohawk Valley,Herkimer,14579,8824,03/13/2021
5540,North Country,Jefferson,25596,13386,03/13/2021
5541,New York City,Kings,396942,178361,03/13/2021
5542,North Country,Lewis,5888,3235,03/13/2021
5543,Finger Lakes,Livingston,13438,7934,03/13/2021
5544,Central New York,Madison,18877,10116,03/13/2021
5545,Finger Lakes,Monroe,182221,94950,03/13/2021
5546,Mohawk Valley,Montgomery,11361,5882,03/13/2021
5547,Long Island,Nassau,362898,204294,03/13/2021
5548,New York City,New York,416805,217462,03/13/2021
5549,Western New York,Niagara,43455,24108,03/13/2021
5550,Mohawk Valley,Oneida,58892,36274,03/13/2021
5551,Central New York,Onondaga,130148,76673,03/13/2021
5552,Finger Lakes,Ontario,29323,15714,03/13/2021
5553,Mid-Hudson,Orange,63181,32406,03/13/2021
5554,Finger Lakes,Orleans,6577,3359,03/13/2021
5555,Central New York,Oswego,26608,14989,03/13/2021
5556,Mohawk Valley,Otsego,14246,7924,03/13/2021
5557,Mid-Hudson,Putnam,24077,12066,03/13/2021
5558,New York City,Queens,451960,202292,03/13/2021
5559,Capital Region,Rensselaer,37866,20440,03/13/2021
5560,New York City,Richmond,104661,55969,03/13/2021
5561,Mid-Hudson,Rockland,69688,38590,03/13/2021
5562,Capital Region,Saratoga,63029,32379,03/13/2021
5563,Capital Region,Schenectady,41209,19094,03/13/2021
5564,Mohawk Valley,Schoharie,5515,2812,03/13/2021
5565,Southern Tier,Schuyler,4217,2135,03/13/2021
5566,Finger Lakes,Seneca,7256,3657,03/13/2021
5567,North Country,St. Lawrence,32126,20040,03/13/2021
5568,Southern Tier,Steuben,15977,8495,03/13/2021
5569,Long Island,Suffolk,309984,167576,03/13/2021
5570,Mid-Hudson,Sullivan,13418,7164,03/13/2021
5571,Southern Tier,Tioga,8374,4531,03/13/2021
5572,Southern Tier,Tompkins,26025,12043,03/13/2021
5573,Mid-Hudson,Ulster,42605,18417,03/13/2021
5574,Capital Region,Warren,19902,9831,03/13/2021
5575,Capital Region,Washington,13227,6058,03/13/2021
5576,Finger Lakes,Wayne,20685,10078,03/13/2021
5577,Mid-Hudson,Westchester,238640,127928,03/13/2021
5578,Finger Lakes,Wyoming,7485,4138,03/13/2021
5579,Finger Lakes,Yates,6184,3172,03/13/2021
5580,Capital Region,Albany,81838,42393,03/14/2021
5581,Western New York,Allegany,7949,4472,03/14/2021
5582,New York City,Bronx,180181,96216,03/14/2021
5583,Southern Tier,Broome,48128,29413,03/14/2021
5584,Western New York,Cattaraugus,14444,8215,03/14/2021
5585,Central New York,Cayuga,18913,10283,03/14/2021
5586,Western New York,Chautauqua,27465,13842,03/14/2021
5587,Southern Tier,Chemung,17665,10389,03/14/2021
5588,Southern Tier,Chenango,9948,5380,03/14/2021
5589,North Country,Clinton,26948,15604,03/14/2021
5590,Capital Region,Columbia,14798,7132,03/14/2021
5591,Central New York,Cortland,10360,5435,03/14/2021
5592,Southern Tier,Delaware,8047,3683,03/14/2021
5593,Mid-Hudson,Dutchess,64135,29537,03/14/2021
5594,Western New York,Erie,213259,118312,03/14/2021
5595,North Country,Essex,12344,6770,03/14/2021
5596,North Country,Franklin,14940,8646,03/14/2021
5597,Mohawk Valley,Fulton,10033,5287,03/14/2021
5598,Finger Lakes,Genesee,12405,6898,03/14/2021
5599,Capital Region,Greene,9682,4613,03/14/2021
5600,North Country,Hamilton,2206,1513,03/14/2021
5601,Mohawk Valley,Herkimer,14668,8918,03/14/2021
5602,North Country,Jefferson,25719,13589,03/14/2021
5603,New York City,Kings,407540,184410,03/14/2021
5604,North Country,Lewis,5944,3247,03/14/2021
5605,Finger Lakes,Livingston,13534,7999,03/14/2021
5606,Central New York,Madison,19042,10274,03/14/2021
5607,Finger Lakes,Monroe,185259,97225,03/14/2021
5608,Mohawk Valley,Montgomery,11490,5933,03/14/2021
5609,Long Island,Nassau,367950,209448,03/14/2021
5610,New York City,New York,423919,224390,03/14/2021
5611,Western New York,Niagara,44046,24436,03/14/2021
5612,Mohawk Valley,Oneida,59435,36683,03/14/2021
5613,Central New York,Onondaga,131814,78318,03/14/2021
5614,Finger Lakes,Ontario,29629,15922,03/14/2021
5615,Mid-Hudson,Orange,63761,33055,03/14/2021
5616,Finger Lakes,Orleans,6609,3393,03/14/2021
5617,Central New York,Oswego,26822,15157,03/14/2021
5618,Mohawk Valley,Otsego,14415,8045,03/14/2021
5619,Mid-Hudson,Putnam,24314,12228,03/14/2021
5620,New York City,Queens,464803,210214,03/14/2021
5621,Capital Region,Rensselaer,38519,20719,03/14/2021
5622,New York City,Richmond,107233,57512,03/14/2021
5623,Mid-Hudson,Rockland,70404,39218,03/14/2021
5624,Capital Region,Saratoga,63699,32980,03/14/2021
5625,Capital Region,Schenectady,41948,19531,03/14/2021
5626,Mohawk Valley,Schoharie,6078,2842,03/14/2021
5627,Southern Tier,Schuyler,4303,2185,03/14/2021
5628,Finger Lakes,Seneca,7407,3707,03/14/2021
5629,North Country,St. Lawrence,32291,20303,03/14/2021
